engine,sample_id,pair_id,category,expected,actual,outcome,confidence,rule_codes,latency_us,prompt_tokens,completion_tokens,error,excerpt,rationale
"keyword-v1","h012","hp06","ABUSE","REMOVE","ALLOW","WRONG",0.5,"",158,,,"","We lost the intercollege final. Honestly anyone who plays for the other college is a br...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h013","hp07","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",117,,,"","I am happy to go through past exam papers with anyone doing STAT1008, no charge. I did ...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h014","hp07","SPAM","REMOVE","ALLOW","WRONG",0.5,"",161,,,"","STAT1008 exam prep, $40/hr, first session free, limited spots this week only - message ...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h015","hp08","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",245,,,"","Lost my student ID somewhere between Chifley and the bus interchange. If anyone hands o...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h016","hp08","ILLEGAL","REMOVE","ALLOW","WRONG",0.5,"",218,,,"","If anyone needs an ID that scans as over 18, I know someone who makes them, photo and a...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h017","hp09","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",124,,,"","My housemate keeps leaving dishes for a week. I have asked twice and nothing changed. H...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h018","hp09","ABUSE","REMOVE","ALLOW","WRONG",0.5,"",164,,,"","My housemate keeps leaving dishes for a week. Anyone from that country is a filthy anim...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h019","hp10","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",133,,,"","Reminder that the film society is screening Perfect Days on Thursday 7pm in Manning Cla...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h020","hp10","SPAM","REMOVE","ALLOW","WRONG",0.5,"",148,,,"","Crypto meetup Thursday 7pm - learn how students are making $2k a week from home. Free e...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h021","hp11","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",95,,,"","出一个用了一学期的显示器，27 寸 2K，没有坏点，300 块，校内自提。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h022","hp11","SPAM","REMOVE","ALLOW","WRONG",0.5,"",89,,,"","长期收售各种电子产品，显示器键盘耳机都有，每天更新，加我私信拿最新报价，介绍朋友来还能再减五十。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h023","hp12","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",78,,,"","这门课的 essay 我写到第三段就卡住了，有没有人愿意跟我互相看一下结构？我不要你帮我写，就是想听听思路。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h024","hp12","ILLEGAL","REMOVE","ALLOW","WRONG",0.5,"",79,,,"","这门课的 essay 不用自己写，我这边有稳定的人接，按字数算钱，48 小时出稿，保过，往年很多人找我。私聊报课号。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h025","hp13","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",155,,,"","我觉得这门课的作业量安排得不太合理，期中前两周堆了三个 deadline，有同感的吗？","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h026","hp13","ABUSE","REMOVE","ALLOW","WRONG",0.5,"",126,,,"","我觉得这门课的作业量不合理，选这门课还觉得没问题的都是脑子有病的废物，一群没救的东西，看到就烦。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h027","hp14","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",83,,,"","系里在招 tutor 的助教，时薪按学校标准，有兴趣的可以去官网投，我去年做过挺好的。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h028","hp14","SPAM","REMOVE","ALLOW","WRONG",0.5,"",79,,,"","有个活儿，在家就能做，一天下来两三百不成问题，不看经验，名额不多，想做的私信我发详情，带人来还有额外的。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h029","hp15","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",69,,,"","有人一起组个 study group 过一遍往年题吗？我把我整理的错题本共享出来。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h030","hp15","ILLEGAL","REMOVE","ALLOW","WRONG",0.5,"",65,,,"","往年题的完整答案我这儿都有，包括这学期的期中，一份五十，要的私信，别在楼下问。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h031","hp16","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",55,,,"","昨天那场输得有点冤，不过对方确实打得比我们稳，下次再来。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h032","hp16","ABUSE","REMOVE","ALLOW","WRONG",0.5,"",62,,,"","昨天那场输得冤，对面那群人就是一堆垃圾，全都该死，长这样也敢上场，真的看了想吐。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h033","hp17","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",121,,,"","I took a photo of our tutorial whiteboard so the group could check the working later. P...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h034","hp17","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",151,,,"","I took a photo of our tutorial whiteboard and someone else's working was in the corner....","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h035","hp18","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",87,,,"","Someone in my tute keeps talking over everyone. I have started just waiting them out.","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h036","hp18","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",149,,,"","Someone in my tute messaged me after class saying I should kill myself and that he know...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h037","hp19","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",86,,,"","This assignment has taken everything I had. Handing it in and sleeping for a week.","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h038","hp19","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",112,,,"","This assignment has taken everything I had. Some days I genuinely do not want to be her...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h039","hp20","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",94,,,"","The feedback on my essay was pretty brief but the marks lined up with the rubric, so fa...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h040","hp20","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",145,,,"","The feedback on my essay was two words, and when I asked about it in the corridor the t...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h041","hp21","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",82,,,"","Photos from the college dinner are up in the shared album, tag yourself if you want.","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h042","hp21","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",135,,,"","Someone put a photo of me from the college dinner in the shared album and I had asked t...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h043","hp22","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",153,,,"","Reminder that the essay-writing service ads going round the first-year group chats are ...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h044","hp22","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",161,,,"","Reminder that the essay-writing service ads going round the first-year chats are a scam...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h045","hp23","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",108,,,"","Someone's bike has been chained to the rack outside Baldessin since March and the tyres...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h046","hp23","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",138,,,"","Someone has been leaving notes on my bike outside Baldessin telling me to watch myself....","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h047","hp24","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",59,,,"","我们把上学期的课程笔记整理成一份共享文档了，需要的人自取，链接在评论。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h048","hp24","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",66,,,"","我们整理的共享笔记里有一部分是直接抄的老师讲义原文，这样发出来算违规吗？我不太确定能不能放。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h049","hp25","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",60,,,"","组里有个人开会总是不说话，我现在都直接点他名字问意见了。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h050","hp25","BORDERLINE","ESCALATE","REMOVE","WRONG",0.9,"ABUSE",85,,,"","组里有个人昨天私信我，说我这种人就该去死，还说知道我住哪一栋。我不知道该怎么处理，先截图了。","Matched a high-severity term from ABUSE."
"keyword-v1","h051","hp26","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",67,,,"","这周三个 deadline 连着，交完想睡三天。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h052","hp26","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",76,,,"","这周三个 deadline 连着，最近经常觉得撑不下去了，不太想继续了，也不知道该找谁说。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h053","hp27","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",483,,,"","这门课的反馈写得比较简短，但分数和 rubric 对得上，我觉得还算公平。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h054","hp27","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",121,,,"","这门课的反馈只有一句话，我去 office hour 问，老师说我这样的水平不适合读这个专业。这种情况能反映给谁？","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h055","hp28","NORMAL","ALLOW","ALLOW","CORRECT",0.5,"",61,,,"","院里晚宴的照片都传到共享相册了，想要的自己下。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h056","hp28","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",72,,,"","有人把我在晚宴上的照片传到共享相册了，我之前明确说过不要发，私信他也没有回。这种要怎么办？","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h057","hp29","ABUSE","REMOVE","ALLOW","WRONG",0.5,"",113,,,"","You are an absolute waste of a place in this degree and everyone in the tute thinks so....","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h058","hp29","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",156,,,"","Someone replied to my post with 'you are an absolute waste of a place in this degree, d...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h059","hp30","SPAM","REMOVE","ALLOW","WRONG",0.5,"",127,,,"","Make $2k a week from your dorm, no experience needed - 12 spots left, DM me for the lin...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h060","hp30","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",140,,,"","I have had four accounts this week message me 'make $2k a week from your dorm, DM for t...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h061","hp31","ILLEGAL","REMOVE","ALLOW","WRONG",0.5,"",100,,,"","Full assignment written for you, any course, 48 hours, guaranteed pass. I have done hun...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h062","hp31","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",145,,,"","A group chat I got added to is advertising 'full assignment written for you, any course...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h063","hp32","ILLEGAL","REMOVE","ALLOW","WRONG",0.5,"",102,,,"","Can sort anything for Friday - greens, pills, whatever you want. Cash only, message me,...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h064","hp32","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",141,,,"","Someone slid a card under our res door offering to 'sort anything for Friday, greens, p...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h065","hp33","ABUSE","REMOVE","ALLOW","WRONG",0.5,"",148,,,"","The person who wrote the post above is a brainless clown and should be laughed out of t...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h066","hp33","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",154,,,"","A reply to my post called me 'a brainless clown who should be laughed out of this forum...","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h067","hp34","ABUSE","REMOVE","REMOVE","CORRECT",0.9,"ABUSE",72,,,"","楼上这种人就是纯废物，占着名额不干事，赶紧滚出去别再发言了。","Matched a high-severity term from ABUSE."
"keyword-v1","h068","hp34","BORDERLINE","ESCALATE","REMOVE","WRONG",0.9,"ABUSE",74,,,"","楼上有人回我说『你这种人就是纯废物，赶紧滚出去』。我截图了。这种要举报评论还是举报账号？","Matched a high-severity term from ABUSE."
"keyword-v1","h069","hp35","ILLEGAL","REMOVE","ALLOW","WRONG",0.5,"",59,,,"","全科代写，按字数算，48 小时出稿，保过，往年单子很多，私聊报课号。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h070","hp35","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",69,,,"","有个群一直在发『全科代写，48 小时出稿，保过』，我退了，但群里还有两百多人。这种情况该找谁说？","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h071","hp36","SPAM","REMOVE","ALLOW","WRONG",0.5,"",58,,,"","在家就能做的活儿，一天两三百，不看经验，名额不多，私信我，带人来还有额外的。","No configured term matched. This engine cannot detect wording it has not been given."
"keyword-v1","h072","hp36","BORDERLINE","ESCALATE","ALLOW","WRONG",0.5,"",69,,,"","这周有四个账号私信我同一段话，说『在家就能做，一天两三百，带人来还有额外的』。要不要把这些用户名发给谁？","No configured term matched. This engine cannot detect wording it has not been given."
"gemini-3.5-flash-lite/v2","h001","hp01","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1097623,630,49,"","Spare ticket for the engineering ball this Saturday, selling at what I paid, $65. Can m...","Routine campus post offering a ticket at face value, no rules broken."
"gemini-3.5-flash-lite/v2","h002","hp01","SPAM","REMOVE","REMOVE","CORRECT",1.0,"SPAM",1415851,649,68,"","Spare tickets for the engineering ball this Saturday, I can get as many as you want at ...","The user is using the forum for commercial promotion and bulk ticket sales through an external business page, violating the spam policy."
"gemini-3.5-flash-lite/v2","h003","hp02","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",985550,639,44,"","Does anyone know if the maths drop-in centre is still running in week 8? I need someone...","Ordinary campus academic inquiry about university support services."
"gemini-3.5-flash-lite/v2","h004","hp02","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1023049,642,57,"","I have a guy who will do question 3 and the whole assignment for you, turnaround under ...","The user is advertising academic fraud services to complete assignments for payment."
"gemini-3.5-flash-lite/v2","h005","hp03","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",935265,632,50,"","Disagreeing with you but genuinely - I think you have misread the marking rubric. Secti...","This is a benign academic disagreement about a marking rubric with no rule violations."
"gemini-3.5-flash-lite/v2","h006","hp03","ABUSE","REMOVE","REMOVE","CORRECT",1.0,"ABUSE",2478290,1313,120,"","You have misread the rubric because you are too thick to read it, and honestly people l...","The post contains severe insults and targeted harassment against another student."
"gemini-3.5-flash-lite/v2","h007","hp04","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",882522,635,46,"","Selling my second-hand copy of the Stewart calculus text, 8th ed, some highlighting in ...","Ordinary campus content involving the sale of a used textbook."
"gemini-3.5-flash-lite/v2","h008","hp04","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1266355,646,64,"","Selling second-hand textbooks for every first-year course, bulk stock, new arrivals wee...","The post promotes bulk commercial sales with referral discounts and admits to daily spamming of the forum."
"gemini-3.5-flash-lite/v2","h009","hp05","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1070509,630,45,"","We are doing a birthday thing in the res common room on Friday, bringing a cake and a s...","Ordinary campus social event invitation with no rule violations."
"gemini-3.5-flash-lite/v2","h010","hp05","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1119294,646,60,"","We are doing a birthday thing in the res common room on Friday. I can sort out anything...","The user is offering to supply controlled substances ('greens, pills') for cash."
"gemini-3.5-flash-lite/v2","h011","hp06","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",977381,624,51,"","We lost the intercollege final and I am gutted. Team played well, we just came up short.","Ordinary student forum post expressing disappointment over a sports match, requiring no moderation action."
"gemini-3.5-flash-lite/v2","h012","hp06","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1284471,642,60,"","We lost the intercollege final. Honestly anyone who plays for the other college is a br...","The post contains severe insults and targeted hostility directed at students from another college."
"gemini-3.5-flash-lite/v2","h013","hp07","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1006814,635,58,"","I am happy to go through past exam papers with anyone doing STAT1008, no charge. I did ...","This is a student offering free study help and sharing notes from a previous course, which is standard helpful campus content."
"gemini-3.5-flash-lite/v2","h014","hp07","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1109041,652,56,"","STAT1008 exam prep, $40/hr, first session free, limited spots this week only - message ...","Commercial promotion of paid tutoring services violates the spam policy."
"gemini-3.5-flash-lite/v2","h015","hp08","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1174666,633,45,"","Lost my student ID somewhere between Chifley and the bus interchange. If anyone hands o...","Ordinary campus lost property post requiring no moderation action."
"gemini-3.5-flash-lite/v2","h016","hp08","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1143328,640,61,"","If anyone needs an ID that scans as over 18, I know someone who makes them, photo and a...","The post offers illegal fake identification services for sale, which violates the illegal trade rule."
"gemini-3.5-flash-lite/v2","h017","hp09","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1374261,628,53,"","My housemate keeps leaving dishes for a week. I have asked twice and nothing changed. H...","This is standard roommate frustration and seeking advice on campus living, which requires no moderation action."
"gemini-3.5-flash-lite/v2","h018","hp09","ABUSE","REMOVE","REMOVE","CORRECT",1.0,"ABUSE",2074829,1319,137,"","My housemate keeps leaving dishes for a week. Anyone from that country is a filthy anim...","The post contains explicit hate speech and generalized xenophobic insults directed at a nationality, violating the abuse and harassment policy."
"gemini-3.5-flash-lite/v2","h019","hp10","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1175640,631,50,"","Reminder that the film society is screening Perfect Days on Thursday 7pm in Manning Cla...","Ordinary campus event announcement for a film society screening, requiring no moderation action."
"gemini-3.5-flash-lite/v2","h020","hp10","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1081990,645,65,"","Crypto meetup Thursday 7pm - learn how students are making $2k a week from home. Free e...","This post promotes a get-rich-quick crypto scheme with referral incentives, which constitutes commercial spam."
"gemini-3.5-flash-lite/v2","h021","hp11","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1094489,633,51,"","出一个用了一学期的显示器，27 寸 2K，没有坏点，300 块，校内自提。","Ordinary campus content offering a used monitor for sale locally. No rules are broken."
"gemini-3.5-flash-lite/v2","h022","hp11","SPAM","REMOVE","REMOVE","CORRECT",1.0,"SPAM",2095616,1315,117,"","长期收售各种电子产品，显示器键盘耳机都有，每天更新，加我私信拿最新报价，介绍朋友来还能再减五十。","Commercial promotion of electronics buy/sell service constitutes unauthorized spam."
"gemini-3.5-flash-lite/v2","h023","hp12","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1393076,638,58,"","这门课的 essay 我写到第三段就卡住了，有没有人愿意跟我互相看一下结构？我不要你帮我写，就是想听听思路。","A student is asking peers to review essay structures together, which is normal academic discussion and does not break any rules."
"gemini-3.5-flash-lite/v2","h024","hp12","ILLEGAL","REMOVE","REMOVE","CORRECT",1.0,"ILLEGAL",1203890,648,64,"","这门课的 essay 不用自己写，我这边有稳定的人接，按字数算钱，48 小时出稿，保过，往年很多人找我。私聊报课号。","The post offers paid essay writing services, which constitutes academic fraud and violates the ILLEGAL rule."
"gemini-3.5-flash-lite/v2","h025","hp13","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1030763,630,48,"","我觉得这门课的作业量安排得不太合理，期中前两周堆了三个 deadline，有同感的吗？","Ordinary student complaint about coursework load, suitable for closure without action."
"gemini-3.5-flash-lite/v2","h026","hp13","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1144068,637,69,"","我觉得这门课的作业量不合理，选这门课还觉得没问题的都是脑子有病的废物，一群没救的东西，看到就烦。","The post insults and attacks other students who disagree with the author's view on the workload, violating the abuse rule."
"gemini-3.5-flash-lite/v2","h027","hp14","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1033474,633,58,"","系里在招 tutor 的助教，时薪按学校标准，有兴趣的可以去官网投，我去年做过挺好的。","This is a legitimate student sharing information about department tutor positions and their personal experience, which is standard helpful campus content."
"gemini-3.5-flash-lite/v2","h028","hp14","SPAM","REMOVE","REMOVE","CORRECT",0.95,"SPAM",1090648,640,64,"","有个活儿，在家就能做，一天下来两三百不成问题，不看经验，名额不多，想做的私信我发详情，带人来还有额外的。","The post exhibits classic patterns of a work-from-home recruitment scam or unsolicited commercial promotion."
"gemini-3.5-flash-lite/v2","h029","hp15","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1327021,626,60,"","有人一起组个 study group 过一遍往年题吗？我把我整理的错题本共享出来。","This is a normal student post organizing a study group to review past exam papers and share notes, which is ordinary campus content."
"gemini-3.5-flash-lite/v2","h030","hp15","ILLEGAL","REMOVE","REMOVE","CORRECT",0.95,"ILLEGAL",1090380,635,66,"","往年题的完整答案我这儿都有，包括这学期的期中，一份五十，要的私信，别在楼下问。","The user is offering to sell complete answers to past exams and midterms, which constitutes academic fraud services."
"gemini-3.5-flash-lite/v2","h031","hp16","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1062511,624,48,"","昨天那场输得有点冤，不过对方确实打得比我们稳，下次再来。","Ordinary campus discussion about a sports match loss with no rule violations."
"gemini-3.5-flash-lite/v2","h032","hp16","ABUSE","REMOVE","REMOVE","CORRECT",0.95,"ABUSE",1149471,635,74,"","昨天那场输得冤，对面那群人就是一堆垃圾，全都该死，长这样也敢上场，真的看了想吐。","The post contains severe insults and hostile language directed at a group of opposing players ('一堆垃圾，全都该死'), violating the abuse policy."
"gemini-3.5-flash-lite/v2","h033","hp17","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1318472,634,44,"","I took a photo of our tutorial whiteboard so the group could check the working later. P...","Ordinary campus content sharing study notes with classmates."
"gemini-3.5-flash-lite/v2","h034","hp17","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1090472,646,59,"","I took a photo of our tutorial whiteboard and someone else's working was in the corner....","The user is asking a question about whether their post complies with the rules and is seeking guidance from a moderator."
"gemini-3.5-flash-lite/v2","h035","hp18","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1017786,621,50,"","Someone in my tute keeps talking over everyone. I have started just waiting them out.","This is a normal student complaint about a tutorial interaction with no rule violations."
"gemini-3.5-flash-lite/v2","h036","hp18","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1173046,637,70,"","Someone in my tute messaged me after class saying I should kill myself and that he know...","The post reports direct threats of violence, targeted harassment, and references to suicide. This requires human review to ensure the student's safety and address the severe misconduct."
"gemini-3.5-flash-lite/v2","h037","hp19","NORMAL","ALLOW","ESCALATE","WRONG",0.95,"",1145930,621,60,"","This assignment has taken everything I had. Handing it in and sleeping for a week.","Contains language about exhaustion and 'taking everything I had' which requires manual review to ensure student well-being."
"gemini-3.5-flash-lite/v2","h038","hp19","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1005772,632,59,"","This assignment has taken everything I had. Some days I genuinely do not want to be her...","The post mentions distress and not wanting to be here anymore regarding coursework, requiring human review for potential welfare support."
"gemini-3.5-flash-lite/v2","h039","hp20","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",1215029,624,46,"","The feedback on my essay was pretty brief but the marks lined up with the rubric, so fa...","Ordinary student discussion about essay feedback with no rule violations."
"gemini-3.5-flash-lite/v2","h040","hp20","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1104257,641,57,"","The feedback on my essay was two words, and when I asked about it in the corridor the t...","This is a complaint about staff conduct where the appropriateness depends on what actually happened, requiring human review."
"gemini-3.5-flash-lite/v2","h041","hp21","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",934322,621,43,"","Photos from the college dinner are up in the shared album, tag yourself if you want.","Routine campus social post sharing event photos."
"gemini-3.5-flash-lite/v2","h042","hp21","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1341182,640,64,"","Someone put a photo of me from the college dinner in the shared album and I had asked t...","The user is asking for guidance on a dispute regarding an unauthorized photo and non-response from another student, which requires human moderator intervention."
"gemini-3.5-flash-lite/v2","h043","hp22","NORMAL","ALLOW","ALLOW","CORRECT",1.0,"",875251,642,53,"","Reminder that the essay-writing service ads going round the first-year group chats are ...","A helpful public service announcement warning students against academic fraud services and scams, not promoting them."
"gemini-3.5-flash-lite/v2","h044","hp22","BORDERLINE","ESCALATE","ESCALATE","CORRECT",1.0,"",1390349,646,60,"","Reminder that the essay-writing service ads going round the first-year chats are a scam...","The user is asking where to report evidence of academic fraud services, which requires human administrative guidance rather than content moderation."
